Rok,RID VS,RID,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných,Výběrovost,Neúspěšných studií,Cekový počet studií,Procento neuspechu,Absolventi součet,Absolventi procento,forma,fakulta,jméno VŠ
2014,11000,11410,5397,4222,4378,3445,1478,1348,1099,1080,73.97%,593,1147,51.70%,546,47.60%,veřejná,Pedagogická fakulta,Univerzita Karlova
2014,11000,11510,2356,2024,1990,1728,553,520,463,462,77.12%,284,520,54.62%,235,45.19%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2015,11000,11110,1817,1318,1763,1269,287,279,240,240,81.79%,131,264,49.62%,132,50.00%,veřejná,1. lékařská fakulta,Univerzita Karlova
2015,11000,11120,1073,855,1013,805,270,259,189,189,77.89%,74,205,36.10%,131,63.90%,veřejná,3. lékařská fakulta,Univerzita Karlova
2015,11000,11130,383,262,382,261,74,74,60,60,77.10%,23,64,35.94%,41,64.06%,veřejná,2. lékařská fakulta,Univerzita Karlova
2015,11000,11150,62,49,62,49,27,27,16,16,67.35%,8,17,47.06%,9,52.94%,veřejná,Lékařská fakulta Hradec Králové,Univerzita Karlova
2015,11000,11160,304,231,304,231,162,162,108,108,53.25%,87,115,75.65%,28,24.35%,veřejná,Farmaceutická fakulta Hradec Králové,Univerzita Karlova
2015,11000,11210,5964,4469,4240,3292,1459,1150,961,945,78.50%,588,1101,53.41%,500,45.41%,veřejná,Filozofická fakulta,Univerzita Karlova
2015,11000,11230,3890,3479,3017,2711,1189,1021,784,765,77.46%,399,863,46.23%,461,53.42%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2015,11000,11240,1745,1539,1743,1539,720,720,717,717,53.41%,674,783,86.08%,107,13.67%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2015,11000,11260,238,184,227,181,136,133,112,112,39.13%,77,134,57.46%,50,37.31%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2015,11000,11270,257,193,257,193,163,163,144,144,25.39%,88,156,56.41%,61,39.10%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2015,11000,11280,397,376,365,348,288,280,243,241,35.37%,168,260,64.62%,88,33.85%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2015,11000,11310,2461,2129,1839,1564,1452,1092,760,754,64.30%,445,875,50.86%,429,49.03%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2015,11000,11320,1187,1053,1076,959,715,635,517,510,50.90%,507,730,69.45%,220,30.14%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2015,11000,11410,4382,3688,3514,2964,1278,1164,990,977,73.16%,529,1029,51.41%,485,47.13%,veřejná,Pedagogická fakulta,Univerzita Karlova
2015,11000,11510,2057,1733,1732,1494,568,517,466,462,73.11%,284,504,56.35%,219,43.45%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2016,11000,11110,1684,1247,1622,1191,237,227,197,197,84.20%,109,222,49.10%,110,49.55%,veřejná,1. lékařská fakulta,Univerzita Karlova
2016,11000,11120,1306,962,1227,904,231,224,175,175,81.81%,71,196,36.22%,122,62.24%,veřejná,3. lékařská fakulta,Univerzita Karlova
2016,11000,11130,417,312,413,309,105,105,70,70,77.56%,37,74,50.00%,36,48.65%,veřejná,2. lékařská fakulta,Univerzita Karlova
2016,11000,11150,135,117,135,117,38,38,24,24,79.49%,7,24,29.17%,16,66.67%,veřejná,Lékařská fakulta Hradec Králové,Univerzita Karlova
2016,11000,11160,268,205,268,205,169,169,107,107,47.80%,73,120,60.83%,47,39.17%,veřejná,Farmaceutická fakulta Hradec Králové,Univerzita Karlova
2016,11000,11210,6083,4510,4084,3144,1471,1139,911,900,79.80%,442,1021,43.29%,483,47.31%,veřejná,Filozofická fakulta,Univerzita Karlova
2016,11000,11230,3843,3409,2928,2619,1389,1146,866,835,74.60%,393,983,39.98%,563,57.27%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2016,11000,11240,1526,1353,1522,1353,681,681,678,678,49.89%,650,757,85.87%,94,12.42%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2016,11000,11260,128,96,119,92,95,92,80,80,16.67%,43,75,57.33%,28,37.33%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2016,11000,11270,179,130,177,130,113,113,89,89,31.54%,61,105,58.10%,28,26.67%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2016,11000,11280,352,347,329,325,302,281,233,232,32.85%,148,246,60.16%,83,33.74%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2016,11000,11310,2361,1926,1781,1415,1357,1018,707,702,63.29%,419,814,51.47%,386,47.42%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2016,11000,11320,943,791,856,714,533,470,379,376,52.09%,312,545,57.25%,218,40.00%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2016,11000,11410,4815,4021,3826,3167,1273,1131,987,968,75.45%,513,1040,49.33%,472,45.38%,veřejná,Pedagogická fakulta,Univerzita Karlova
2016,11000,11510,2083,1698,1736,1445,506,466,430,428,74.68%,270,472,57.20%,191,40.47%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2017,11000,11110,1360,1024,1320,989,264,257,196,195,80.86%,91,210,43.33%,111,52.86%,veřejná,1. lékařská fakulta,Univerzita Karlova
2017,11000,11120,1198,880,1124,835,219,214,158,157,82.05%,62,183,33.88%,110,60.11%,veřejná,3. lékařská fakulta,Univerzita Karlova
2017,11000,11130,388,226,385,224,97,97,60,60,73.45%,25,65,38.46%,39,60.00%,veřejná,2. lékařská fakulta,Univerzita Karlova
2017,11000,11150,85,72,85,72,42,42,33,33,54.17%,11,33,33.33%,21,63.64%,veřejná,Lékařská fakulta v Hradci Králové,Univerzita Karlova
2017,11000,11160,233,169,233,169,132,132,74,74,56.21%,56,78,71.79%,21,26.92%,veřejná,Farmaceutická fakulta v Hradci Králové,Univerzita Karlova
2017,11000,11210,5826,4338,3938,3027,1280,931,941,930,78.31%,452,1058,42.72%,459,43.38%,veřejná,Filozofická fakulta,Univerzita Karlova
2017,11000,11230,3574,3232,2704,2445,1015,910,820,794,74.63%,383,897,42.70%,469,52.29%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2017,11000,11240,1541,1274,1536,1272,807,806,804,804,36.89%,705,889,79.30%,139,15.64%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2017,11000,11260,149,103,142,99,80,78,73,72,29.13%,44,83,53.01%,21,25.30%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2017,11000,11270,203,203,201,201,154,154,128,128,36.95%,105,142,73.94%,14,9.86%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2017,11000,11280,279,263,255,245,213,197,164,162,37.64%,105,172,61.05%,57,33.14%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2017,11000,11310,2587,2148,1899,1552,1411,1033,727,726,66.15%,421,842,50.00%,406,48.22%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2017,11000,11320,929,765,845,698,552,502,418,417,45.36%,279,526,53.04%,216,41.06%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2017,11000,11410,4774,3725,3840,2969,1337,1181,1086,1066,70.85%,535,1132,47.26%,498,43.99%,veřejná,Pedagogická fakulta,Univerzita Karlova
2017,11000,11510,2140,1698,1785,1429,543,494,454,453,73.26%,292,497,58.75%,191,38.43%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2018,11000,11110,1449,1106,1405,1065,247,241,181,180,83.63%,74,190,38.95%,98,51.58%,veřejná,1. lékařská fakulta,Univerzita Karlova
2018,11000,11120,1172,807,1094,754,199,193,151,151,81.29%,57,170,33.53%,102,60.00%,veřejná,3. lékařská fakulta,Univerzita Karlova
2018,11000,11130,477,336,472,335,95,95,74,74,77.98%,32,79,40.51%,44,55.70%,veřejná,2. lékařská fakulta,Univerzita Karlova
2018,11000,11150,91,63,91,63,34,34,23,23,63.49%,8,24,33.33%,15,62.50%,veřejná,Lékařská fakulta v Hradci Králové,Univerzita Karlova
2018,11000,11160,178,149,178,149,122,122,82,82,44.97%,62,88,70.45%,25,28.41%,veřejná,Farmaceutická fakulta v Hradci Králové,Univerzita Karlova
2018,11000,11210,5146,3634,3641,2688,1316,954,960,948,73.58%,416,1068,38.95%,409,38.30%,veřejná,Filozofická fakulta,Univerzita Karlova
2018,11000,11230,3762,3315,2763,2440,1000,922,850,830,74.36%,416,947,43.93%,436,46.04%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2018,11000,11240,1428,1218,1421,1216,769,769,769,769,36.86%,638,855,74.62%,106,12.40%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2018,11000,11260,141,103,134,102,79,79,77,77,25.24%,41,86,47.67%,28,32.56%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2018,11000,11270,181,148,173,143,90,88,79,79,46.62%,53,91,58.24%,20,21.98%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2018,11000,11280,187,187,172,172,140,126,112,110,40.11%,67,123,54.47%,33,26.83%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2018,11000,11310,2444,2055,1832,1517,1377,1044,745,737,63.75%,453,901,50.28%,366,40.62%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2018,11000,11320,863,748,785,676,545,488,411,407,45.05%,322,597,53.94%,208,34.84%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2018,11000,11410,4410,3381,3523,2688,1153,1014,974,960,71.19%,428,1006,42.54%,428,42.54%,veřejná,Pedagogická fakulta,Univerzita Karlova
2018,11000,11510,2056,1598,1735,1369,554,500,452,448,71.71%,252,488,51.64%,204,41.80%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2019,11000,11110,1535,1178,1368,1026,274,242,171,168,85.48%,70,184,38.04%,76,41.30%,veřejná,1. lékařská fakulta,Univerzita Karlova
2019,11000,11120,995,823,918,755,193,185,130,129,84.20%,29,154,18.83%,95,61.69%,veřejná,3. lékařská fakulta,Univerzita Karlova
2019,11000,11130,552,408,538,400,139,135,90,90,77.94%,48,99,48.48%,31,31.31%,veřejná,2. lékařská fakulta,Univerzita Karlova
2019,11000,11150,113,85,113,85,44,44,31,31,63.53%,6,31,19.35%,22,70.97%,veřejná,Lékařská fakulta v Hradci Králové,Univerzita Karlova
2019,11000,11160,170,139,170,139,109,109,73,73,47.48%,52,77,67.53%,18,23.38%,veřejná,Farmaceutická fakulta v Hradci Králové,Univerzita Karlova
2019,11000,11210,5319,3695,3711,2730,1609,1273,1152,1126,68.82%,500,1296,38.58%,283,21.84%,veřejná,Filozofická fakulta,Univerzita Karlova
2019,11000,11230,3334,2974,2531,2223,1200,927,808,781,72.83%,343,919,37.32%,356,38.74%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2019,11000,11240,1530,1350,1521,1344,774,773,773,772,42.74%,638,885,72.09%,36,4.07%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2019,11000,11260,153,100,139,96,76,74,75,73,25.00%,45,87,51.72%,5,5.75%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2019,11000,11270,113,88,111,88,73,73,65,65,26.14%,34,100,34.00%,24,24.00%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2019,11000,11280,195,195,183,183,152,144,135,132,30.77%,72,158,45.57%,29,18.35%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2019,11000,11310,2689,2221,2022,1660,1526,1144,815,809,63.30%,515,1008,51.09%,260,25.79%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2019,11000,11320,921,787,849,722,477,435,369,366,53.11%,241,511,47.16%,122,23.87%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2019,11000,11410,4531,3662,3615,2900,1160,1086,1073,1054,70.70%,429,1124,38.17%,317,28.20%,veřejná,Pedagogická fakulta,Univerzita Karlova
2019,11000,11510,2354,1932,1872,1577,616,496,486,475,74.84%,269,541,49.72%,118,21.81%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2020,11000,11110,1544,1243,1386,1092,316,292,230,225,81.50%,87,251,34.66%,0,0.00%,veřejná,1. lékařská fakulta,Univerzita Karlova
2020,11000,11120,984,867,908,799,123,123,117,117,86.51%,33,145,22.76%,0,0.00%,veřejná,3. lékařská fakulta,Univerzita Karlova
2020,11000,11130,473,421,449,400,192,177,158,158,62.47%,101,173,58.38%,0,0.00%,veřejná,2. lékařská fakulta,Univerzita Karlova
2020,11000,11150,81,81,81,81,32,32,32,32,60.49%,13,33,39.39%,0,0.00%,veřejná,Lékařská fakulta v Hradci Králové,Univerzita Karlova
2020,11000,11160,180,180,180,180,70,70,62,62,65.56%,42,74,56.76%,0,0.00%,veřejná,Farmaceutická fakulta v Hradci Králové,Univerzita Karlova
2020,11000,11210,4830,3677,3369,2630,1398,1015,1017,1007,72.34%,363,1149,31.59%,14,1.22%,veřejná,Filozofická fakulta,Univerzita Karlova
2020,11000,11230,3121,2669,2468,2074,1055,850,829,812,68.94%,319,972,32.82%,9,0.93%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2020,11000,11240,1654,1650,1650,1646,762,762,760,760,53.94%,507,900,56.33%,1,0.11%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2020,11000,11260,160,149,155,147,103,103,102,102,31.54%,69,126,54.76%,0,0.00%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2020,11000,11270,98,98,97,97,98,97,78,78,20.41%,37,96,38.54%,1,1.04%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2020,11000,11280,440,317,412,297,317,297,262,257,17.35%,155,274,56.57%,7,2.55%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2020,11000,11310,2617,2438,1955,1833,1429,1018,976,967,59.97%,622,1230,50.57%,4,0.33%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2020,11000,11320,1001,1001,896,896,697,630,532,530,46.85%,383,754,50.80%,2,0.27%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2020,11000,11410,4584,3906,3628,3079,1259,1152,1116,1102,71.43%,402,1163,34.57%,6,0.52%,veřejná,Pedagogická fakulta,Univerzita Karlova
2020,11000,11510,2155,1801,1738,1440,756,624,603,598,66.52%,311,651,47.77%,11,1.69%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2021,11000,11110,1583,1133,1431,1009,178,177,178,177,84.29%,50,188,26.60%,0,0.00%,veřejná,1. lékařská fakulta,Univerzita Karlova
2021,11000,11120,1121,893,1050,835,215,211,178,178,80.07%,42,192,21.88%,0,0.00%,veřejná,3. lékařská fakulta,Univerzita Karlova
2021,11000,11130,534,327,513,314,116,110,105,105,67.89%,34,113,30.09%,0,0.00%,veřejná,2. lékařská fakulta,Univerzita Karlova
2021,11000,11150,119,68,119,68,46,46,38,38,44.12%,17,45,37.78%,0,0.00%,veřejná,Lékařská fakulta v Hradci Králové,Univerzita Karlova
2021,11000,11160,189,67,189,67,65,65,62,62,7.46%,33,72,45.83%,0,0.00%,veřejná,Farmaceutická fakulta v Hradci Králové,Univerzita Karlova
2021,11000,11210,5571,4041,3887,2930,1437,1058,1062,1048,73.72%,253,1245,20.32%,4,0.32%,veřejná,Filozofická fakulta,Univerzita Karlova
2021,11000,11230,3413,3040,2607,2301,1135,872,804,776,73.55%,232,942,24.63%,0,0.00%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2021,11000,11240,1588,1043,1579,1040,896,894,846,846,18.89%,468,1018,45.97%,0,0.00%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2021,11000,11260,136,90,129,88,77,77,77,77,14.44%,22,90,24.44%,0,0.00%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2021,11000,11270,109,109,107,107,102,100,79,79,27.52%,35,107,32.71%,6,5.61%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2021,11000,11280,494,468,453,441,317,307,261,259,44.23%,167,288,57.99%,0,0.00%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2021,11000,11310,2503,2274,1887,1729,1251,891,886,885,61.04%,540,1190,45.38%,0,0.00%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2021,11000,11320,1059,1059,965,965,747,670,563,563,46.84%,403,851,47.36%,0,0.00%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2021,11000,11410,4519,3700,3654,2981,1155,981,950,938,74.32%,237,991,23.92%,0,0.00%,veřejná,Pedagogická fakulta,Univerzita Karlova
2021,11000,11510,2275,2071,1816,1648,737,584,566,562,72.67%,230,594,38.72%,0,0.00%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2022,11000,11110,1727,1251,1547,1101,259,228,215,214,82.81%,12,232,5.17%,0,0.00%,veřejná,1. lékařská fakulta,Univerzita Karlova
2022,11000,11120,1096,873,1017,809,200,195,144,143,83.51%,13,162,8.02%,0,0.00%,veřejná,3. lékařská fakulta,Univerzita Karlova
2022,11000,11130,533,384,508,371,148,141,110,110,71.35%,21,114,18.42%,0,0.00%,veřejná,2. lékařská fakulta,Univerzita Karlova
2022,11000,11150,98,59,98,59,39,39,31,31,47.46%,3,35,8.57%,0,0.00%,veřejná,Lékařská fakulta v Hradci Králové,Univerzita Karlova
2022,11000,11160,228,228,228,228,117,117,100,100,56.14%,11,108,10.19%,0,0.00%,veřejná,Farmaceutická fakulta v Hradci Králové,Univerzita Karlova
2022,11000,11210,5969,4365,4128,3152,1386,1050,1049,1036,75.97%,39,1292,3.02%,0,0.00%,veřejná,Filozofická fakulta,Univerzita Karlova
2022,11000,11230,3662,3118,2858,2427,1208,946,831,800,73.35%,69,1050,6.57%,0,0.00%,veřejná,Fakulta sociálních věd,Univerzita Karlova
2022,11000,11240,1679,1390,1671,1382,729,727,707,706,49.14%,22,881,2.50%,0,0.00%,veřejná,Fakulta humanitních studií,Univerzita Karlova
2022,11000,11260,114,87,112,85,66,64,64,64,26.44%,2,80,2.50%,0,0.00%,veřejná,Katolická teologická fakulta,Univerzita Karlova
2022,11000,11270,142,129,137,126,112,109,94,94,27.13%,7,110,6.36%,0,0.00%,veřejná,Evangelická teologická fakulta,Univerzita Karlova
2022,11000,11280,647,593,586,550,397,383,320,320,46.04%,20,381,5.25%,0,0.00%,veřejná,Husitská teologická fakulta,Univerzita Karlova
2022,11000,11310,2650,2178,1942,1600,1036,733,729,726,66.53%,23,886,2.60%,0,0.00%,veřejná,Přírodovědecká fakulta,Univerzita Karlova
2022,11000,11320,1197,1002,1083,909,669,599,498,495,50.30%,11,827,1.33%,0,0.00%,veřejná,Matematicko-fyzikální fakulta,Univerzita Karlova
2022,11000,11410,5187,3882,4024,3018,1277,1042,1023,1005,73.65%,50,1065,4.69%,0,0.00%,veřejná,Pedagogická fakulta,Univerzita Karlova
2022,11000,11510,2418,1983,1866,1538,745,582,527,517,73.42%,12,610,1.97%,0,0.00%,veřejná,Fakulta tělesné výchovy a sportu,Univerzita Karlova
2003,14000,14110,1490,1204,1405,1126,285,271,193,193,83.97%,55,202,27.23%,147,72.77%,veřejná,Lékařská fakulta,Masarykova univerzita
2003,14000,14210,5818,5235,5100,4583,2314,2081,1491,1435,71.52%,1034,1840,56.20%,806,43.80%,veřejná,Filozofická fakulta,Masarykova univerzita
2003,14000,14220,2286,2144,2037,1902,300,271,227,223,89.41%,74,230,32.17%,156,67.83%,veřejná,Právnická fakulta,Masarykova univerzita
2003,14000,14230,4796,4428,4603,4249,721,696,561,555,87.33%,387,640,60.47%,253,39.53%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2003,14000,14310,3486,3124,3082,2754,1549,1391,714,689,77.14%,422,801,52.68%,379,47.32%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2003,14000,14330,1567,1327,1504,1267,850,810,473,468,64.36%,451,702,64.25%,251,35.75%,veřejná,Fakulta informatiky,Masarykova univerzita
2003,14000,14410,5324,4898,4860,4453,1282,1213,725,724,85.20%,173,730,23.70%,557,76.30%,veřejná,Pedagogická fakulta,Masarykova univerzita
2003,14000,14510,1716,1313,1476,1128,463,435,377,367,71.29%,111,379,29.29%,268,70.71%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2003,14000,14560,3587,3386,3319,3121,758,708,608,599,82.04%,469,685,68.47%,216,31.53%,veřejná,Fakulta ekonomicko-správní,Masarykova univerzita
2004,14000,14110,2107,1692,1938,1549,305,289,207,206,87.77%,62,221,28.05%,159,71.95%,veřejná,Lékařská fakulta,Masarykova univerzita
2004,14000,14210,7277,6413,5674,5012,2716,2253,1617,1542,74.79%,1187,2015,58.91%,828,41.09%,veřejná,Filozofická fakulta,Masarykova univerzita
2004,14000,14220,3867,3586,3365,3109,299,292,291,284,91.89%,114,310,36.77%,196,63.23%,veřejná,Právnická fakulta,Masarykova univerzita
2004,14000,14230,6812,6167,5708,5152,1075,909,766,734,87.58%,521,877,59.41%,356,40.59%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2004,14000,14310,3293,2996,2852,2599,1464,1298,790,773,73.63%,533,902,59.09%,369,40.91%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2004,14000,14330,1430,1334,1386,1291,840,808,450,448,66.27%,432,672,64.29%,240,35.71%,veřejná,Fakulta informatiky,Masarykova univerzita
2004,14000,14410,6333,5800,5533,5052,1785,1635,1275,1252,78.02%,515,1245,41.37%,730,58.63%,veřejná,Pedagogická fakulta,Masarykova univerzita
2004,14000,14510,1852,1538,1585,1308,480,433,394,376,74.38%,161,401,40.15%,240,59.85%,veřejná,Fakulta sportovních studií,Masarykova univerzita
